image_path,line,object,date,lot_id,equipment_id,split,label,mask_path,visa_source
line_01/2026-08-01/L01AAA100046.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0714.JPG
line_01/2026-08-01/L01AAA100047.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,defect,/Users/eundong/Library/CloudStorage/GoogleDrive-yidheld@gmail.com/내 드라이브/[Shared]SK_AI_Hackathon/archive/pcb1/Data/Masks/Anomaly/087.png,pcb1/Data/Images/Anomaly/087.JPG
line_01/2026-08-01/L01AAA100048.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0987.JPG
line_01/2026-08-01/L01AAA100049.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0348.JPG
line_01/2026-08-01/L01AAA100050.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0968.JPG
line_01/2026-08-01/L01AAA100051.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0159.JPG
line_01/2026-08-01/L01AAA100052.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0220.JPG
line_01/2026-08-01/L01AAA100053.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0781.JPG
line_01/2026-08-01/L01AAA100054.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0344.JPG
line_01/2026-08-01/L01AAA100055.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0994.JPG
line_01/2026-08-01/L01AAA100056.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0094.JPG
line_01/2026-08-01/L01AAA100057.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0389.JPG
line_01/2026-08-01/L01AAA100058.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0099.JPG
line_01/2026-08-01/L01AAA100059.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0367.JPG
line_01/2026-08-01/L01AAA100060.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0867.JPG
line_01/2026-08-01/L01AAA100061.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0352.JPG
line_01/2026-08-01/L01AAA100062.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0618.JPG
line_01/2026-08-01/L01AAA100063.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0270.JPG
line_01/2026-08-01/L01AAA100064.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0826.JPG
line_01/2026-08-01/L01AAA100065.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0044.JPG
line_01/2026-08-01/L01AAA100066.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0747.JPG
line_01/2026-08-01/L01AAA100067.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0470.JPG
line_01/2026-08-01/L01AAA100068.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0549.JPG
line_01/2026-08-01/L01AAA100069.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0127.JPG
line_01/2026-08-01/L01AAA100070.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0387.JPG
line_01/2026-08-01/L01AAA100071.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0080.JPG
line_01/2026-08-01/L01AAA100072.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0565.JPG
line_01/2026-08-01/L01AAA100073.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0300.JPG
line_01/2026-08-01/L01AAA100074.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0849.JPG
line_01/2026-08-01/L01AAA100075.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0643.JPG
line_01/2026-08-01/L01AAA100076.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0633.JPG
line_01/2026-08-01/L01AAA100077.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0906.JPG
line_01/2026-08-01/L01AAA100078.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0882.JPG
line_01/2026-08-01/L01AAA100079.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0370.JPG
line_01/2026-08-01/L01AAA100080.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0591.JPG
line_01/2026-08-01/L01AAA100081.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0196.JPG
line_01/2026-08-01/L01AAA100082.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0721.JPG
line_01/2026-08-01/L01AAA100083.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0071.JPG
line_01/2026-08-01/L01AAA100084.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0046.JPG
line_01/2026-08-01/L01AAA100085.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0677.JPG
line_01/2026-08-01/L01AAA100086.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0233.JPG
line_01/2026-08-01/L01AAA100087.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0791.JPG
line_01/2026-08-01/L01AAA100088.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0296.JPG
line_01/2026-08-01/L01AAA100089.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0081.JPG
line_01/2026-08-01/L01AAA100090.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0875.JPG
line_01/2026-08-01/L01AAA100091.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,defect,/Users/eundong/Library/CloudStorage/GoogleDrive-yidheld@gmail.com/내 드라이브/[Shared]SK_AI_Hackathon/archive/pcb1/Data/Masks/Anomaly/029.png,pcb1/Data/Images/Anomaly/029.JPG
line_01/2026-08-01/L01AAA100092.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0982.JPG
line_01/2026-08-01/L01AAA100093.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0887.JPG
line_01/2026-08-01/L01AAA100094.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0103.JPG
line_01/2026-08-01/L01AAA100095.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,defect,/Users/eundong/Library/CloudStorage/GoogleDrive-yidheld@gmail.com/내 드라이브/[Shared]SK_AI_Hackathon/archive/pcb1/Data/Masks/Anomaly/033.png,pcb1/Data/Images/Anomaly/033.JPG
line_01/2026-08-01/L01AAA100096.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0951.JPG
line_01/2026-08-01/L01AAA100097.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0958.JPG
line_01/2026-08-01/L01AAA100098.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0464.JPG
line_01/2026-08-01/L01AAA100099.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0650.JPG
line_01/2026-08-01/L01AAA100100.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0854.JPG
line_01/2026-08-01/L01AAA100101.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0373.JPG
line_01/2026-08-01/L01AAA100102.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0166.JPG
line_01/2026-08-01/L01AAA100103.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0379.JPG
line_01/2026-08-01/L01AAA100104.JPG,line_01,pcb1,2026-08-01,LOT-20260801-AAA,EQ-01-A,operation,normal,,pcb1/Data/Images/Normal/0363.JPG
line_02/2026-08-01/L02AAB100001.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,normal,,pcb2/Data/Images/Normal/0640.JPG
line_02/2026-08-01/L02AAB100002.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,defect,/Users/eundong/Library/CloudStorage/GoogleDrive-yidheld@gmail.com/내 드라이브/[Shared]SK_AI_Hackathon/archive/pcb2/Data/Masks/Anomaly/083.png,pcb2/Data/Images/Anomaly/083.JPG
line_02/2026-08-01/L02AAB100003.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,normal,,pcb2/Data/Images/Normal/0452.JPG
line_02/2026-08-01/L02AAB100004.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,normal,,pcb2/Data/Images/Normal/0778.JPG
line_02/2026-08-01/L02AAB100005.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,normal,,pcb2/Data/Images/Normal/0052.JPG
line_02/2026-08-01/L02AAB100006.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,normal,,pcb2/Data/Images/Normal/0208.JPG
line_02/2026-08-01/L02AAB100007.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,normal,,pcb2/Data/Images/Normal/0273.JPG
line_02/2026-08-01/L02AAB100008.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,normal,,pcb2/Data/Images/Normal/0562.JPG
line_02/2026-08-01/L02AAB100009.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,normal,,pcb2/Data/Images/Normal/0134.JPG
line_02/2026-08-01/L02AAB100010.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,normal,,pcb2/Data/Images/Normal/0949.JPG
line_02/2026-08-01/L02AAB100011.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,normal,,pcb2/Data/Images/Normal/0294.JPG
line_02/2026-08-01/L02AAB100012.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,normal,,pcb2/Data/Images/Normal/0448.JPG
line_02/2026-08-01/L02AAB100013.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,normal,,pcb2/Data/Images/Normal/0901.JPG
line_02/2026-08-01/L02AAB100014.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,normal,,pcb2/Data/Images/Normal/0715.JPG
line_02/2026-08-01/L02AAB100015.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,normal,,pcb2/Data/Images/Normal/0496.JPG
line_02/2026-08-01/L02AAB100016.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,normal,,pcb2/Data/Images/Normal/0124.JPG
line_02/2026-08-01/L02AAB100017.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,normal,,pcb2/Data/Images/Normal/0029.JPG
line_02/2026-08-01/L02AAB100018.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,normal,,pcb2/Data/Images/Normal/0645.JPG
line_02/2026-08-01/L02AAB100019.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,normal,,pcb2/Data/Images/Normal/0623.JPG
line_02/2026-08-01/L02AAB100020.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,normal,,pcb2/Data/Images/Normal/0818.JPG
line_02/2026-08-01/L02AAB100021.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,defect,/Users/eundong/Library/CloudStorage/GoogleDrive-yidheld@gmail.com/내 드라이브/[Shared]SK_AI_Hackathon/archive/pcb2/Data/Masks/Anomaly/042.png,pcb2/Data/Images/Anomaly/042.JPG
line_02/2026-08-01/L02AAB100022.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,normal,,pcb2/Data/Images/Normal/0245.JPG
line_02/2026-08-01/L02AAB100023.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,normal,,pcb2/Data/Images/Normal/0726.JPG
line_02/2026-08-01/L02AAB100024.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,normal,,pcb2/Data/Images/Normal/0162.JPG
line_02/2026-08-01/L02AAB100025.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,defect,/Users/eundong/Library/CloudStorage/GoogleDrive-yidheld@gmail.com/내 드라이브/[Shared]SK_AI_Hackathon/archive/pcb2/Data/Masks/Anomaly/034.png,pcb2/Data/Images/Anomaly/034.JPG
line_02/2026-08-01/L02AAB100026.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,defect,/Users/eundong/Library/CloudStorage/GoogleDrive-yidheld@gmail.com/내 드라이브/[Shared]SK_AI_Hackathon/archive/pcb2/Data/Masks/Anomaly/015.png,pcb2/Data/Images/Anomaly/015.JPG
line_02/2026-08-01/L02AAB100027.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,normal,,pcb2/Data/Images/Normal/0318.JPG
line_02/2026-08-01/L02AAB100028.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,normal,,pcb2/Data/Images/Normal/0564.JPG
line_02/2026-08-01/L02AAB100029.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,normal,,pcb2/Data/Images/Normal/0014.JPG
line_02/2026-08-01/L02AAB100030.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,normal,,pcb2/Data/Images/Normal/0565.JPG
line_02/2026-08-01/L02AAB100031.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,normal,,pcb2/Data/Images/Normal/0417.JPG
line_02/2026-08-01/L02AAB100032.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,normal,,pcb2/Data/Images/Normal/0095.JPG
line_02/2026-08-01/L02AAB100033.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,normal,,pcb2/Data/Images/Normal/0230.JPG
line_02/2026-08-01/L02AAB100034.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,normal,,pcb2/Data/Images/Normal/0861.JPG
line_02/2026-08-01/L02AAB100035.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,defect,/Users/eundong/Library/CloudStorage/GoogleDrive-yidheld@gmail.com/내 드라이브/[Shared]SK_AI_Hackathon/archive/pcb2/Data/Masks/Anomaly/047.png,pcb2/Data/Images/Anomaly/047.JPG
line_02/2026-08-01/L02AAB100036.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,normal,,pcb2/Data/Images/Normal/0934.JPG
line_02/2026-08-01/L02AAB100037.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,defect,/Users/eundong/Library/CloudStorage/GoogleDrive-yidheld@gmail.com/내 드라이브/[Shared]SK_AI_Hackathon/archive/pcb2/Data/Masks/Anomaly/055.png,pcb2/Data/Images/Anomaly/055.JPG
line_02/2026-08-01/L02AAB100038.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,normal,,pcb2/Data/Images/Normal/0116.JPG
line_02/2026-08-01/L02AAB100039.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,defect,/Users/eundong/Library/CloudStorage/GoogleDrive-yidheld@gmail.com/내 드라이브/[Shared]SK_AI_Hackathon/archive/pcb2/Data/Masks/Anomaly/051.png,pcb2/Data/Images/Anomaly/051.JPG
line_02/2026-08-01/L02AAB100040.JPG,line_02,pcb2,2026-08-01,LOT-20260801-AAB,EQ-02-A,operation,normal,,pcb2/Data/Images/Normal/0472.JPG
