lot_id,line,object,date,started_at,equipment_id,inspected_count,defect_count,operator_shift,LINE_NUM,CELL_ID,START_TIME,END_TIME,PRE_PROCESS_A,PRE_PROCESS_B,AI_JUDGE,AI_ERROR_CODE,AD_SCORE,INSPECTOR_JUDGE,INSPECTOR_ERROR_CODE
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:05:08,EQ-01-A,1,0,day,01,L01AAA100011,2026-08-01 08:05:08,2026-08-01 08:07:13,1,0.51,OK,0000,0.8,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:05:40,EQ-01-A,1,0,day,01,L01AAA100012,2026-08-01 08:05:40,2026-08-01 08:07:38,2,0.418,OK,0000,0.84,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:06:01,EQ-01-A,1,0,day,01,L01AAA100013,2026-08-01 08:06:01,2026-08-01 08:07:56,2,0.327,OK,0000,0.86,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:06:31,EQ-01-A,1,0,day,01,L01AAA100014,2026-08-01 08:06:31,2026-08-01 08:08:33,2,0.41,OK,0000,0.83,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:06:54,EQ-01-A,1,0,day,01,L01AAA100015,2026-08-01 08:06:54,2026-08-01 08:08:56,1,0.41,OK,0000,0.91,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:07:24,EQ-01-A,1,0,day,01,L01AAA100016,2026-08-01 08:07:24,2026-08-01 08:09:22,1,0.498,OK,0000,0.8,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:07:58,EQ-01-A,1,0,day,01,L01AAA100017,2026-08-01 08:07:58,2026-08-01 08:10:01,2,0.623,OK,0000,0.8,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:08:29,EQ-01-A,1,0,day,01,L01AAA100018,2026-08-01 08:08:29,2026-08-01 08:10:28,1,0.531,OK,0000,0.8,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:09:05,EQ-01-A,1,0,day,01,L01AAA100019,2026-08-01 08:09:05,2026-08-01 08:11:09,1,0.301,OK,0000,0.85,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:09:25,EQ-01-A,1,1,day,01,L01AAA100020,2026-08-01 08:09:25,2026-08-01 08:11:20,1,0.611,RE,ESA6,1.27,NG,ESA6
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:09:52,EQ-01-A,1,0,day,01,L01AAA100021,2026-08-01 08:09:52,2026-08-01 08:11:52,2,0.483,OK,0000,0.83,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:10:26,EQ-01-A,1,0,day,01,L01AAA100022,2026-08-01 08:10:26,2026-08-01 08:12:21,1,0.278,OK,0000,0.81,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:10:53,EQ-01-A,1,0,day,01,L01AAA100023,2026-08-01 08:10:53,2026-08-01 08:12:55,2,0.431,OK,0000,0.88,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:11:31,EQ-01-A,1,0,day,01,L01AAA100024,2026-08-01 08:11:31,2026-08-01 08:13:30,1,0.552,OK,0000,0.8,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:11:53,EQ-01-A,1,0,day,01,L01AAA100025,2026-08-01 08:11:53,2026-08-01 08:13:57,2,0.549,OK,0000,0.82,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:12:19,EQ-01-A,1,1,day,01,L01AAA100026,2026-08-01 08:12:19,2026-08-01 08:14:18,1,0.398,RE,ESA0,1.31,NG,ESA0
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:12:59,EQ-01-A,1,0,day,01,L01AAA100027,2026-08-01 08:12:59,2026-08-01 08:14:54,2,0.655,OK,0000,0.88,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:13:34,EQ-01-A,1,0,day,01,L01AAA100028,2026-08-01 08:13:34,2026-08-01 08:15:29,1,0.374,OK,0000,0.83,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:14:01,EQ-01-A,1,0,day,01,L01AAA100029,2026-08-01 08:14:01,2026-08-01 08:16:06,1,0.55,OK,0000,0.88,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:14:29,EQ-01-A,1,0,day,01,L01AAA100030,2026-08-01 08:14:29,2026-08-01 08:16:28,1,0.428,OK,0000,0.83,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:14:55,EQ-01-A,1,0,day,01,L01AAA100031,2026-08-01 08:14:55,2026-08-01 08:16:56,1,0.334,OK,0000,0.8,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:15:33,EQ-01-A,1,0,day,01,L01AAA100032,2026-08-01 08:15:33,2026-08-01 08:17:33,2,0.622,OK,0000,0.89,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:16:10,EQ-01-A,1,0,day,01,L01AAA100033,2026-08-01 08:16:10,2026-08-01 08:18:06,1,0.489,OK,0000,0.88,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:16:45,EQ-01-A,1,0,day,01,L01AAA100034,2026-08-01 08:16:45,2026-08-01 08:18:44,2,0.554,OK,0000,0.81,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:17:13,EQ-01-A,1,0,day,01,L01AAA100035,2026-08-01 08:17:13,2026-08-01 08:19:11,2,0.554,OK,0000,0.9,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:17:37,EQ-01-A,1,0,day,01,L01AAA100036,2026-08-01 08:17:37,2026-08-01 08:19:41,2,0.495,OK,0000,0.9,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:18:09,EQ-01-A,1,0,day,01,L01AAA100037,2026-08-01 08:18:09,2026-08-01 08:20:14,2,0.107,OK,0000,0.87,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:18:44,EQ-01-A,1,0,day,01,L01AAA100038,2026-08-01 08:18:44,2026-08-01 08:20:45,2,0.513,OK,0000,0.83,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:19:05,EQ-01-A,1,0,day,01,L01AAA100039,2026-08-01 08:19:05,2026-08-01 08:21:05,2,0.514,OK,0000,0.8,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:19:32,EQ-01-A,1,0,day,01,L01AAA100040,2026-08-01 08:19:32,2026-08-01 08:21:37,2,0.467,OK,0000,0.85,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:20:03,EQ-01-A,1,0,day,01,L01AAA100041,2026-08-01 08:20:03,2026-08-01 08:22:06,1,0.722,OK,0000,0.82,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:20:28,EQ-01-A,1,0,day,01,L01AAA100042,2026-08-01 08:20:28,2026-08-01 08:22:31,2,0.379,OK,0000,0.82,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:20:53,EQ-01-A,1,0,day,01,L01AAA100043,2026-08-01 08:20:53,2026-08-01 08:22:51,1,0.637,OK,0000,0.85,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:21:24,EQ-01-A,1,0,day,01,L01AAA100044,2026-08-01 08:21:24,2026-08-01 08:23:24,1,0.421,OK,0000,0.86,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:21:55,EQ-01-A,1,0,day,01,L01AAA100045,2026-08-01 08:21:55,2026-08-01 08:23:57,2,0.515,OK,0000,0.88,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:22:16,EQ-01-A,1,0,day,01,L01AAA100046,2026-08-01 08:22:16,2026-08-01 08:24:12,2,0.395,OK,0000,0.83,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:22:51,EQ-01-A,1,1,day,01,L01AAA100047,2026-08-01 08:22:51,2026-08-01 08:24:52,1,0.441,RE,ESA7,1.1,NG,ESA7
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:23:27,EQ-01-A,1,0,day,01,L01AAA100048,2026-08-01 08:23:27,2026-08-01 08:25:25,1,0.544,OK,0000,0.85,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:23:57,EQ-01-A,1,0,day,01,L01AAA100049,2026-08-01 08:23:57,2026-08-01 08:25:59,1,0.501,OK,0000,0.83,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:24:21,EQ-01-A,1,0,day,01,L01AAA100050,2026-08-01 08:24:21,2026-08-01 08:26:23,2,0.288,OK,0000,0.82,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:24:51,EQ-01-A,1,0,day,01,L01AAA100051,2026-08-01 08:24:51,2026-08-01 08:26:46,1,0.449,OK,0000,0.81,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:25:25,EQ-01-A,1,0,day,01,L01AAA100052,2026-08-01 08:25:25,2026-08-01 08:27:22,2,0.476,OK,0000,0.86,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:26:00,EQ-01-A,1,0,day,01,L01AAA100053,2026-08-01 08:26:00,2026-08-01 08:28:01,1,0.783,OK,0000,0.85,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:26:40,EQ-01-A,1,0,day,01,L01AAA100054,2026-08-01 08:26:40,2026-08-01 08:28:35,2,0.539,OK,0000,0.84,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:27:01,EQ-01-A,1,0,day,01,L01AAA100055,2026-08-01 08:27:01,2026-08-01 08:29:01,1,0.212,OK,0000,0.84,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:27:37,EQ-01-A,1,0,day,01,L01AAA100056,2026-08-01 08:27:37,2026-08-01 08:29:35,2,0.509,OK,0000,0.94,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:28:04,EQ-01-A,1,0,day,01,L01AAA100057,2026-08-01 08:28:04,2026-08-01 08:30:05,2,0.471,OK,0000,0.85,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:28:40,EQ-01-A,1,0,day,01,L01AAA100058,2026-08-01 08:28:40,2026-08-01 08:30:39,1,0.495,OK,0000,0.8,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:29:09,EQ-01-A,1,0,day,01,L01AAA100059,2026-08-01 08:29:09,2026-08-01 08:31:10,1,0.671,OK,0000,0.87,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:29:33,EQ-01-A,1,0,day,01,L01AAA100060,2026-08-01 08:29:33,2026-08-01 08:31:31,2,0.619,OK,0000,0.8,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:29:58,EQ-01-A,1,0,day,01,L01AAA100061,2026-08-01 08:29:58,2026-08-01 08:31:56,2,0.71,OK,0000,0.8,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:30:25,EQ-01-A,1,0,day,01,L01AAA100062,2026-08-01 08:30:25,2026-08-01 08:32:29,1,0.588,OK,0000,0.93,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:31:01,EQ-01-A,1,0,day,01,L01AAA100063,2026-08-01 08:31:01,2026-08-01 08:32:56,2,0.351,OK,0000,0.82,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:31:33,EQ-01-A,1,0,day,01,L01AAA100064,2026-08-01 08:31:33,2026-08-01 08:33:28,2,0.515,OK,0000,0.82,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:32:12,EQ-01-A,1,0,day,01,L01AAA100065,2026-08-01 08:32:12,2026-08-01 08:34:07,2,0.267,OK,0000,0.84,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:32:33,EQ-01-A,1,0,day,01,L01AAA100066,2026-08-01 08:32:33,2026-08-01 08:34:36,1,0.341,OK,0000,0.86,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:33:01,EQ-01-A,1,0,day,01,L01AAA100067,2026-08-01 08:33:01,2026-08-01 08:35:06,1,0.362,OK,0000,0.9,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:33:21,EQ-01-A,1,0,day,01,L01AAA100068,2026-08-01 08:33:21,2026-08-01 08:35:20,2,0.383,OK,0000,0.83,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:34:00,EQ-01-A,1,0,day,01,L01AAA100069,2026-08-01 08:34:00,2026-08-01 08:35:56,2,0.622,OK,0000,0.8,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:34:36,EQ-01-A,1,0,day,01,L01AAA100070,2026-08-01 08:34:36,2026-08-01 08:36:32,1,0.534,OK,0000,0.89,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:35:11,EQ-01-A,1,0,day,01,L01AAA100071,2026-08-01 08:35:11,2026-08-01 08:37:14,1,0.259,OK,0000,0.85,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:35:37,EQ-01-A,1,0,day,01,L01AAA100072,2026-08-01 08:35:37,2026-08-01 08:37:40,2,0.539,OK,0000,0.87,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:36:12,EQ-01-A,1,0,day,01,L01AAA100073,2026-08-01 08:36:12,2026-08-01 08:38:10,1,0.314,OK,0000,0.8,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:36:32,EQ-01-A,1,0,day,01,L01AAA100074,2026-08-01 08:36:32,2026-08-01 08:38:36,1,0.578,OK,0000,0.85,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:37:07,EQ-01-A,1,0,day,01,L01AAA100075,2026-08-01 08:37:07,2026-08-01 08:39:03,2,0.538,OK,0000,0.85,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:37:35,EQ-01-A,1,0,day,01,L01AAA100076,2026-08-01 08:37:35,2026-08-01 08:39:34,1,0.398,OK,0000,0.85,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:38:09,EQ-01-A,1,0,day,01,L01AAA100077,2026-08-01 08:38:09,2026-08-01 08:40:08,2,0.544,OK,0000,0.81,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:38:40,EQ-01-A,1,0,day,01,L01AAA100078,2026-08-01 08:38:40,2026-08-01 08:40:36,1,0.78,OK,0000,0.86,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:39:01,EQ-01-A,1,0,day,01,L01AAA100079,2026-08-01 08:39:01,2026-08-01 08:41:01,2,0.321,OK,0000,0.87,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:39:32,EQ-01-A,1,0,day,01,L01AAA100080,2026-08-01 08:39:32,2026-08-01 08:41:28,2,0.354,OK,0000,0.87,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:40:03,EQ-01-A,1,0,day,01,L01AAA100081,2026-08-01 08:40:03,2026-08-01 08:42:05,2,0.674,OK,0000,0.81,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:40:31,EQ-01-A,1,0,day,01,L01AAA100082,2026-08-01 08:40:31,2026-08-01 08:42:32,2,0.645,OK,0000,0.86,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:41:11,EQ-01-A,1,0,day,01,L01AAA100083,2026-08-01 08:41:11,2026-08-01 08:43:06,1,0.623,OK,0000,0.92,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:41:36,EQ-01-A,1,0,day,01,L01AAA100084,2026-08-01 08:41:36,2026-08-01 08:43:40,1,0.463,OK,0000,0.81,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:42:10,EQ-01-A,1,0,day,01,L01AAA100085,2026-08-01 08:42:10,2026-08-01 08:44:05,1,0.367,OK,0000,0.81,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:42:34,EQ-01-A,1,0,day,01,L01AAA100086,2026-08-01 08:42:34,2026-08-01 08:44:36,1,0.488,RE,ESA8,1.28,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:42:55,EQ-01-A,1,0,day,01,L01AAA100087,2026-08-01 08:42:55,2026-08-01 08:44:59,1,0.542,OK,0000,0.87,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:43:33,EQ-01-A,1,0,day,01,L01AAA100088,2026-08-01 08:43:33,2026-08-01 08:45:36,2,0.502,OK,0000,0.9,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:44:09,EQ-01-A,1,0,day,01,L01AAA100089,2026-08-01 08:44:09,2026-08-01 08:46:07,1,0.46,OK,0000,0.95,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:44:44,EQ-01-A,1,0,day,01,L01AAA100090,2026-08-01 08:44:44,2026-08-01 08:46:47,1,0.594,OK,0000,0.81,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:45:23,EQ-01-A,1,1,day,01,L01AAA100091,2026-08-01 08:45:23,2026-08-01 08:47:25,2,0.339,RE,ESA5,1.3,NG,ESA5
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:45:58,EQ-01-A,1,0,day,01,L01AAA100092,2026-08-01 08:45:58,2026-08-01 08:47:57,2,0.466,OK,0000,0.87,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:46:19,EQ-01-A,1,0,day,01,L01AAA100093,2026-08-01 08:46:19,2026-08-01 08:48:17,1,0.571,OK,0000,0.84,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:46:41,EQ-01-A,1,0,day,01,L01AAA100094,2026-08-01 08:46:41,2026-08-01 08:48:43,1,0.373,OK,0000,0.8,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:47:15,EQ-01-A,1,1,day,01,L01AAA100095,2026-08-01 08:47:15,2026-08-01 08:49:10,1,0.433,RE,ESA5,1.34,NG,ESA5
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:47:38,EQ-01-A,1,0,day,01,L01AAA100096,2026-08-01 08:47:38,2026-08-01 08:49:42,2,0.532,OK,0000,0.8,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:48:17,EQ-01-A,1,0,day,01,L01AAA100097,2026-08-01 08:48:17,2026-08-01 08:50:22,2,0.526,OK,0000,0.86,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:48:51,EQ-01-A,1,0,day,01,L01AAA100098,2026-08-01 08:48:51,2026-08-01 08:50:49,1,0.367,OK,0000,0.85,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:49:25,EQ-01-A,1,0,day,01,L01AAA100099,2026-08-01 08:49:25,2026-08-01 08:51:30,2,0.509,OK,0000,0.8,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:49:56,EQ-01-A,1,0,day,01,L01AAA100100,2026-08-01 08:49:56,2026-08-01 08:51:54,1,0.554,OK,0000,0.86,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:50:16,EQ-01-A,1,0,day,01,L01AAA100101,2026-08-01 08:50:16,2026-08-01 08:52:15,2,0.662,RE,ESA2,1.36,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:50:53,EQ-01-A,1,0,day,01,L01AAA100102,2026-08-01 08:50:53,2026-08-01 08:52:54,1,0.293,OK,0000,0.8,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:51:16,EQ-01-A,1,0,day,01,L01AAA100103,2026-08-01 08:51:16,2026-08-01 08:53:17,1,0.577,OK,0000,0.86,OK,0000
LOT-20260801-AAA,line_01,pcb1,2026-08-01,2026-08-01 08:51:42,EQ-01-A,1,0,day,01,L01AAA100104,2026-08-01 08:51:42,2026-08-01 08:53:38,1,0.577,OK,0000,0.99,OK,0000
LOT-20260801-AAB,line_02,pcb2,2026-08-01,2026-08-01 08:00:00,EQ-02-A,1,0,day,02,L02AAB100001,2026-08-01 08:00:00,2026-08-01 08:01:56,1,0.643,OK,0000,0.87,OK,0000
LOT-20260801-AAB,line_02,pcb2,2026-08-01,2026-08-01 08:00:34,EQ-02-A,1,1,day,02,L02AAB100002,2026-08-01 08:00:34,2026-08-01 08:02:36,2,0.453,NG,ESA5,1.88,NG,ESA5
LOT-20260801-AAB,line_02,pcb2,2026-08-01,2026-08-01 08:00:54,EQ-02-A,1,0,day,02,L02AAB100003,2026-08-01 08:00:54,2026-08-01 08:02:56,2,0.384,OK,0000,0.83,OK,0000
LOT-20260801-AAB,line_02,pcb2,2026-08-01,2026-08-01 08:01:30,EQ-02-A,1,0,day,02,L02AAB100004,2026-08-01 08:01:30,2026-08-01 08:03:27,1,0.427,OK,0000,0.84,OK,0000
LOT-20260801-AAB,line_02,pcb2,2026-08-01,2026-08-01 08:01:54,EQ-02-A,1,0,day,02,L02AAB100005,2026-08-01 08:01:54,2026-08-01 08:03:54,2,0.847,OK,0000,0.8,OK,0000
LOT-20260801-AAB,line_02,pcb2,2026-08-01,2026-08-01 08:02:30,EQ-02-A,1,0,day,02,L02AAB100006,2026-08-01 08:02:30,2026-08-01 08:04:28,1,0.603,OK,0000,0.8,OK,0000
LOT-20260801-AAB,line_02,pcb2,2026-08-01,2026-08-01 08:02:58,EQ-02-A,1,0,day,02,L02AAB100007,2026-08-01 08:02:58,2026-08-01 08:04:55,1,0.429,OK,0000,0.88,OK,0000
LOT-20260801-AAB,line_02,pcb2,2026-08-01,2026-08-01 08:03:22,EQ-02-A,1,0,day,02,L02AAB100008,2026-08-01 08:03:22,2026-08-01 08:05:21,2,0.51,OK,0000,0.8,OK,0000
LOT-20260801-AAB,line_02,pcb2,2026-08-01,2026-08-01 08:03:59,EQ-02-A,1,0,day,02,L02AAB100009,2026-08-01 08:03:59,2026-08-01 08:06:04,1,0.393,OK,0000,0.87,OK,0000
LOT-20260801-AAB,line_02,pcb2,2026-08-01,2026-08-01 08:04:25,EQ-02-A,1,0,day,02,L02AAB100010,2026-08-01 08:04:25,2026-08-01 08:06:25,2,0.39,OK,0000,0.85,OK,0000
LOT-20260801-AAB,line_02,pcb2,2026-08-01,2026-08-01 08:04:49,EQ-02-A,1,0,day,02,L02AAB100011,2026-08-01 08:04:49,2026-08-01 08:06:52,2,0.507,OK,0000,0.81,OK,0000
LOT-20260801-AAB,line_02,pcb2,2026-08-01,2026-08-01 08:05:26,EQ-02-A,1,0,day,02,L02AAB100012,2026-08-01 08:05:26,2026-08-01 08:07:26,1,0.822,OK,0000,0.87,OK,0000
LOT-20260801-AAB,line_02,pcb2,2026-08-01,2026-08-01 08:06:03,EQ-02-A,1,0,day,02,L02AAB100013,2026-08-01 08:06:03,2026-08-01 08:08:04,1,0.196,OK,0000,0.85,OK,0000
LOT-20260801-AAB,line_02,pcb2,2026-08-01,2026-08-01 08:06:40,EQ-02-A,1,0,day,02,L02AAB100014,2026-08-01 08:06:40,2026-08-01 08:08:43,1,0.401,OK,0000,0.87,OK,0000
LOT-20260801-AAB,line_02,pcb2,2026-08-01,2026-08-01 08:07:03,EQ-02-A,1,0,day,02,L02AAB100015,2026-08-01 08:07:03,2026-08-01 08:09:01,2,0.381,OK,0000,0.84,OK,0000
LOT-20260801-AAB,line_02,pcb2,2026-08-01,2026-08-01 08:07:31,EQ-02-A,1,0,day,02,L02AAB100016,2026-08-01 08:07:31,2026-08-01 08:09:30,2,0.576,OK,0000,0.87,OK,0000
